model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否存在价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
Qwen2.5-32B-Instruct,去社区医院预约特快出租车用滴滴,"|序号id|应用名称|车型大类|车辆类型|价格|
|27|高德地图|优享型|优e出行特选|47|
|28|高德地图|优享型|及时用车|48|
|29|高德地图|优享型|风韵出行|48|
|30|高德地图|优享型|曹操出行|49|
|31|高德地图|优享型|斑马快跑|49|
|32|高德地图|优享型|阳光出行|49|
|33|高德地图|优享型|T3出行|49|
|34|高德地图|优享型|星徽出行|49|
|35|高德地图|优享型|中交出行|49|
|36|高德地图|轻享专车|静音不打扰 整洁无异味|51|
|37|高德地图|品质专车|静音不打扰 整洁无异味|55|
|38|高德地图|六座商务|宽敞空间 商务体验|65|
|39|高德地图|豪华型|车型高端 服务专业|72|
|40|高德地图|经济|首汽约车|77|
|41|高德地图|拼车|出租车拼车|84|
|42|高德地图|特价出发|更多特价|95|
|43|高德地图|快速出发|无|101|
|44|高德地图|惠享专车|T3出行|111|
|45|高德地图|推荐|特惠快车|123|
|46|高德地图|豪华型|undefined|90-95|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": True, ""price_min"": 80, ""price_max"": 80, ""fast"": False}]",无,,无,特价车,特价出发,特价出发,无,特惠快车,特惠快车,True,,True,80,,80,80,,80,1.199337721,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'T3出行'}, {'优享型': '中交出行'}, {'优享型': '优e出行特选'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '斑马快跑'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '添猫出行'}, {'优享型': '腾飞出行'}, {'优享型': '阳光出行'}, {'优享型': '风韵出行'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': 'T3出行'}, {'拼车': '出租车拼车'}, {'推荐': '特惠快车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '900出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'经济型': '奇华出行'}, {'经济型': '妥妥E行'}, {'经济型': '斑马快跑'}, {'经济型': '旅程出租'}, {'经济型': '日初出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '橄榄新出租'}, {'经济型': '深圳出租'}, {'经济型': '神州专车'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",特价出发,特惠快车,,需要到南靖云水谣，帮叫一辆特价车，费用约80块
Qwen2.5-32B-Instruct,准备去铜仁梵净山，叫个特价车，预算105内,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|16-18|
|1|高德地图|     |特惠快车|19-19|
|2|高德地图|经济型|日初出行|20|
|3|高德地图|经济型|AA出行|20|
|4|高德地图|经济型|曹操出行|20|
|5|高德地图|经济型|首汽约车|20|
|6|高德地图|经济型|T3出行|21|
|7|高德地图|经济型|添猫出行|21|
|8|高德地图|经济型|如祺出行|21|
|9|高德地图|经济型|星徽出行|21|
|10|高德地图|经济型|365约车|21|
|11|高德地图|经济型|易至出行|22|
|12|高德地图|经济型|飞嘀打车|22|
|13|高德地图|经济型|东潮出行|23|
|14|高德地图|经济型|国泰出租|23|
|15|高德地图|经济型|旅程出租|23|
|16|高德地图|经济型|K9用车|23|
|17|高德地图|经济型|斑马快跑|23|
|18|高德地图|经济型|奇华出行|23|
|19|高德地图|经济型|阳光出行|23|
|20|高德地图|经济型|有序出行|23|
|21|高德地图|经济型|神州专车|24|
|22|高德地图|经济型|中军出行|24|
|23|高德地图|特快车|超值体验 更快上车|23|
|24|高德地图|出租车|车多应答快|25|
|25|高德地图|优享型|添猫出行|28|
|26|高德地图|优享型|妥妥E行|29|
|27|高德地图|优享型|及时用车|30|
|28|高德地图|优享型|飞嘀打车|31|
|29|高德地图|优享型|阳光出行|31|
|30|高德地图|优享型|东潮出行|32|
|31|高德地图|优享型|神州专车|32|
|32|高德地图|轻享专车|静音不打扰 整洁无异味|34|
|33|高德地图|品质专车|静音不打扰 整洁无异味|34|
|34|高德地图|六座商务|宽敞空间 商务体验|41|
|35|高德地图|豪华型|车型高端 服务专业|45|
|36|高德地图|经济|首汽约车|50|
|37|高德地图|拼车|特惠快车|52|
|38|高德地图|特价出发|惊喜特价|57|
|39|高德地图|快速出发|无|62|
|40|高德地图|惠享专车|添猫出行|71|
|41|高德地图|推荐|特惠快车|76|
|42|高德地图|推荐|极速拼车|77|
|43|高德地图|豪华型|undefined|59-60|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 105, ""fast"": False}]",无,,无,特价车,特价出发,特价出发,无,特惠快车,特惠快车,True,,True,0,,0,105,,105,1.24144578,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '及时用车'}, {'优享型': '妥妥E行'}, {'优享型': '添猫出行'}, {'优享型': '神州专车'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '添猫出行'}, {'拼车': '特惠快车'}, {'推荐': '极速拼车'}, {'推荐': '特惠快车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': 'AA出行'}, {'经济型': 'K9用车'}, {'经济型': 'T3出行'}, {'经济型': '东潮出行'}, {'经济型': '中军出行'}, {'经济型': '国泰出租'}, {'经济型': '奇华出行'}, {'经济型': '如祺出行'}, {'经济型': '斑马快跑'}, {'经济型': '旅程出租'}, {'经济型': '日初出行'}, {'经济型': '易至出行'}, {'经济型': '星徽出行'}, {'经济型': '曹操出行'}, {'经济型': '有序出行'}, {'经济型': '添猫出行'}, {'经济型': '神州专车'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",特价出发,特惠快车,,准备去铜仁梵净山，叫个特价车，预算105内
Qwen2.5-32B-Instruct,到吉林雾凇岛，帮我叫辆特价车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|12-14|
|1|高德地图|     |特惠快车|14-17|
|2|高德地图|经济型|添猫出行|13|
|3|高德地图|经济型|J刻出行|13|
|4|高德地图|经济型|妥妥E行|13|
|5|高德地图|经济型|及时用车|13|
|6|高德地图|经济型|5U出行|13|
|7|高德地图|经济型|飞嘀打车|14|
|8|高德地图|经济型|中军出行|14|
|9|高德地图|经济型|聚的新出租|14|
|10|高德地图|经济型|900出行|14|
|11|高德地图|经济型|方舟行|14|
|12|高德地图|经济型|阳光出行|15|
|13|高德地图|经济型|奇华出行|16|
|14|高德地图|经济型|北京的士|16|
|15|高德地图|经济型|橄榄新出租|17|
|16|高德地图|经济型|365约车|17|
|17|高德地图|经济型|国泰出租|17|
|18|高德地图|经济型|易至出行|17|
|19|高德地图|特快车|超值体验 更快上车|18|
|20|高德地图|出租车|车多应答快|18|
|21|高德地图|优享型|风韵出行|19|
|22|高德地图|优享型|及时用车|19|
|23|高德地图|优享型|飞嘀打车|19|
|24|高德地图|优享型|环旅出行|20|
|25|高德地图|优享型|斑马快跑|21|
|26|高德地图|优享型|东潮出行|22|
|27|高德地图|优享型|神州专车|22|
|28|高德地图|优享型|星徽出行|23|
|29|高德地图|优享型|中交出行|23|
|30|高德地图|轻享专车|静音不打扰 整洁无异味|21|
|31|高德地图|品质专车|静音不打扰 整洁无异味|23|
|32|高德地图|六座商务|宽敞空间 商务体验|30|
|33|高德地图|豪华型|车型高端 服务专业|32|
|34|高德地图|经济|首汽约车|33|
|35|高德地图|拼车|出租车拼车|38|
|36|高德地图|特价出发|更多特价|42|
|37|高德地图|快速出发|无|43|
|38|高德地图|惠享专车|曹操出行|51|
|39|高德地图|推荐|推荐专车|55|
|40|高德地图|豪华型|undefined|48-51|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,特价车,特价出发,特价出发,无,特惠快车,特惠快车,False,,False,0,,0,0,,0,1.110203505,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '及时用车'}, {'优享型': '斑马快跑'}, {'优享型': '星徽出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '风韵出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '曹操出行'}, {'拼车': '出租车拼车'}, {'推荐': '推荐专车'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': '5U出行'}, {'经济型': '900出行'}, {'经济型': 'J刻出行'}, {'经济型': '中军出行'}, {'经济型': '北京的士'}, {'经济型': '及时用车'}, {'经济型': '国泰出租'}, {'经济型': '奇华出行'}, {'经济型': '妥妥E行'}, {'经济型': '方舟行'}, {'经济型': '易至出行'}, {'经济型': '橄榄新出租'}, {'经济型': '添猫出行'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",特价出发,特惠快车,,到吉林雾凇岛，帮我叫辆特价车
Qwen2.5-32B-Instruct,需要去安顺龙宫，叫一辆特价车，价格70以下,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|12-15|
|1|高德地图|     |特惠快车|13-14|
|2|高德地图|经济型|旗妙出行|15|
|3|高德地图|经济型|及时用车|15|
|4|高德地图|经济型|K9用车|16|
|5|高德地图|经济型|如祺出行|16|
|6|高德地图|经济型|5U出行|16|
|7|高德地图|经济型|飞嘀打车|16|
|8|高德地图|经济型|900出行|17|
|9|高德地图|经济型|斑马快跑|17|
|10|高德地图|经济型|阳光出行|18|
|11|高德地图|经济型|T3出行|18|
|12|高德地图|经济型|有序出行|18|
|13|高德地图|经济型|中军出行|19|
|14|高德地图|经济型|国泰出租|19|
|15|高德地图|经济型|聚的新出租|19|
|16|高德地图|特快车|超值体验 更快上车|21|
|17|高德地图|出租车|车多应答快|21|
|18|高德地图|优享型|添猫出行|21|
|19|高德地图|优享型|旗妙出行|22|
|20|高德地图|优享型|全民GO|22|
|21|高德地图|优享型|享道出行|23|
|22|高德地图|优享型|风韵出行|23|
|23|高德地图|优享型|及时用车|23|
|24|高德地图|优享型|AA出行|24|
|25|高德地图|优享型|首汽约车|24|
|26|高德地图|优享型|T3出行|24|
|27|高德地图|优享型|中交出行|25|
|28|高德地图|轻享专车|静音不打扰 整洁无异味|27|
|29|高德地图|品质专车|静音不打扰 整洁无异味|26|
|30|高德地图|六座商务|宽敞空间 商务体验|30|
|31|高德地图|豪华型|车型高端 服务专业|35|
|32|高德地图|经济|首汽约车|39|
|33|高德地图|拼车|特惠快车|38|
|34|高德地图|特价出发|惊喜特价|46|
|35|高德地图|快速出发|无|47|
|36|高德地图|惠享专车|神州专车|52|
|37|高德地图|惠享专车|曹操出行|52|
|38|高德地图|推荐|推荐专车|59|
|39|高德地图|豪华型|undefined|48-52|",,,"[{""app"": ""无"", ""category"": ""特价车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 70, ""fast"": False}]",无,,无,特价车,特价出发,特价出发,无,特惠快车,特惠快车,True,,True,0,,0,70,,70,1.192478657,"直接命中车小类关键字但answer中没有或错误,直接命中车大类关键字但answer中没有或错误",,万晓蓉,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'AA出行'}, {'优享型': 'T3出行'}, {'优享型': '中交出行'}, {'优享型': '享道出行'}, {'优享型': '全民GO'}, {'优享型': '及时用车'}, {'优享型': '旗妙出行'}, {'优享型': '添猫出行'}, {'优享型': '风韵出行'}, {'优享型': '首汽约车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '曹操出行'}, {'惠享专车': '神州专车'}, {'拼车': '特惠快车'}, {'推荐': '推荐专车'}, {'特价出发': '惊喜特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '5U出行'}, {'经济型': '900出行'}, {'经济型': 'K9用车'}, {'经济型': 'T3出行'}, {'经济型': '中军出行'}, {'经济型': '及时用车'}, {'经济型': '国泰出租'}, {'经济型': '如祺出行'}, {'经济型': '斑马快跑'}, {'经济型': '旗妙出行'}, {'经济型': '有序出行'}, {'经济型': '聚的新出租'}, {'经济型': '阳光出行'}, {'经济型': '飞嘀打车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",特价出发,特惠快车,,需要去安顺龙宫，叫一辆特价车，价格70以下
Qwen2.5-32B-Instruct,我要到韶关丹霞山，帮叫个特价车,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|39-41|
|1|高德地图|     |特惠快车|43-45|
|2|高德地图|经济型|5U出行|47|
|3|高德地图|经济型|AA出行|47|
|4|高德地图|经济型|T3出行|48|
|5|高德地图|经济型|渔阳出行|48|
|6|高德地图|经济型|添猫出行|48|
|7|高德地图|经济型|旗妙出行|48|
|8|高德地图|经济型|深圳出租|48|
|9|高德地图|经济型|900出行|48|
|10|高德地图|经济型|星徽出行|48|
|11|高德地图|经济型|中交出行|49|
|12|高德地图|经济型|J刻出行|49|
|13|高德地图|经济型|飞嘀打车|49|
|14|高德地图|经济型|方舟行|49|
|15|高德地图|经济型|东潮出行|49|
|16|高德地图|经济型|国泰出租|49|
|17|高德地图|经济型|享道出行|50|
|18|高德地图|经济型|旅程出租|50|
|19|高德地图|经济型|及时用车|50|
|20|高德地图|经济型|北京新出租|51|
|21|高德地图|经济型|斑马快跑|51|
|22|高德地图|经济型|阳光出行|51|
|23|高德地图|经济型|中军出行|51|
|24|高德地图|特快车|超值体验 更快上车|52|
|25|高德地图|出租车|车多应答快|59|
|26|高德地图|优享型|腾飞出行|63|
|27|高德地图|优享型|旗妙出行|63|
|28|高德地图|优享型|全民GO|63|
|29|高德地图|优享型|火箭出行|64|
|30|高德地图|优享型|优e出行特选|64|
|31|高德地图|优享型|及时用车|64|
|32|高德地图|优享型|飞嘀打车|64|
|33|高德地图|优享型|斑马快跑|65|
|34|高德地图|优享型|阳光出行|65|
|35|高德地图|优享型|东潮出行|66|
|36|高德地图|优享型|神州专车|66|
|37|高德地图|优享型|中交出行|66|
|38|高德地图|轻享专车|静音不打扰 整洁无异味|72|
|39|高德地图|品质专车|静音不打扰 整洁无异味|81|
|40|高德地图|六座商务|宽敞空间 商务体验|85|
