model,query,车辆候选列表,id,大类|小类,answer,app,正确答案,app名称,category,category正确答案,车大类,mode,mode正确答案,车小类,price,正确答案.1,是否包含价格,price_min,正确答案.2,价格下限,price_max,正确答案.3,价格上限,think_time,问题,备注,标注人,_vehicle_pairs,_gt_category,_gt_mode,_history,_query
|17|滴滴|快速|长沙新出租|47.42|
|18|滴滴|快速|武汉新出租|48.21|
|19|滴滴|舒适|滴滴专车|50.63|
|20|滴滴|舒适|滴滴豪华车|55.09|
|21|滴滴|六座|六座专车|95.01|
|22|滴滴|六座|六座豪华车|97.95|","19,20","舒适|滴滴专车,舒适|滴滴豪华车","[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100, ""fast"": False}]",无,,无,舒适型的车,舒适,舒适,无,,无,True,,True,0,,0,100,,100,1.145290613,"直接命中车大类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",舒适,无,,叫辆舒适型的车前往莫愁湖，预算控制在百元以内。
Qwen2.5-32B-Instruct,叫个舒适型的车去西湖。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|19.11|
|1|滴滴|推荐|特惠快车|19.95|
|2|滴滴|推荐|滴滴快车|20.01|
|3|滴滴|推荐|特快出租车|22.33|
|4|滴滴|拼车|特价拼车|21.35-22.45|
|5|滴滴|拼车|极速拼车|18.88-20.74|
|6|滴滴|特价|花小猪外接版|28.60|
|7|滴滴|特价|惊喜特价|29.31|
|8|滴滴|快速|曹操出行|35.08|
|9|滴滴|快速|出租车|35.17|
|10|滴滴|快速|滴滴轻享|36.74|
|11|滴滴|快速|滴滴特快|36.95|
|12|滴滴|快速|滴滴优享|38.44|
|13|滴滴|快速|滴滴快车|39.62|
|14|滴滴|快速|宽敞好车|39.74|
|15|滴滴|快速|方舟行|40.23|
|16|滴滴|快速|长沙新出租|40.52|
|17|滴滴|舒适|滴滴专车|48.78|
|18|滴滴|六座|六座专车|82.53|
|19|滴滴|六座|六座豪华车|83.43|",17,舒适|滴滴专车,"[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车,舒适,舒适,无,,无,True,,True,0,,0,0,,0,1.10700798,"直接命中车大类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",舒适,无,,叫个舒适型的车去西湖。
Qwen2.5-32B-Instruct,叫个舒适型的车去郑州东站。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|13.45|
|1|滴滴|推荐|特惠快车|14.12|
|2|滴滴|推荐|滴滴快车|17.57|
|3|滴滴|推荐|特快出租车|19.00|
|4|滴滴|拼车|特价拼车|10.12-11.79|
|5|滴滴|拼车|极速拼车|14.87-16.38|
|6|滴滴|特价|花小猪外接版|24.82|
|7|滴滴|快速|曹操出行|30.51|
|8|滴滴|快速|出租车|30.51|
|9|滴滴|快速|滴滴轻享|32.59|
|10|滴滴|快速|滴滴特快|33.30|
|11|滴滴|快速|滴滴优享|33.66|
|12|滴滴|快速|滴滴快车|34.49|
|13|滴滴|快速|宽敞好车|35.05|
|14|滴滴|快速|方舟行|35.31|
|15|滴滴|舒适|滴滴专车|39.81|
|16|滴滴|舒适|滴滴豪华车|41.52|
|17|滴滴|六座|六座专车|60.44|
|18|滴滴|六座|六座豪华车|66.06|","15,16","舒适|滴滴专车,舒适|滴滴豪华车","[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",无,,无,舒适型的车,舒适,舒适,无,,无,True,,True,0,,0,0,,0,1.116065741,"直接命中车大类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",舒适,无,,叫个舒适型的车去郑州东站。
Qwen2.5-32B-Instruct,叫个舒适出发的车去天坛，便宜点的。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|27.26|
|1|滴滴|推荐|特惠快车|28.94|
|2|滴滴|推荐|滴滴快车|31.07|
|3|滴滴|推荐|特快出租车|31.10|
|4|滴滴|推荐|滴滴特快|32.70|
|5|滴滴|拼车|特价拼车|29.97-31.96|
|6|滴滴|拼车|极速拼车|28.12-29.88|
|7|滴滴|特价|花小猪外接版|35.20|
|8|滴滴|特价|惊喜特价|37.63|
|9|滴滴|快速|曹操出行|55.02|
|10|滴滴|快速|出租车|55.19|
|11|滴滴|快速|滴滴轻享|56.16|
|12|滴滴|快速|滴滴特快|57.17|
|13|滴滴|快速|滴滴优享|57.76|
|14|滴滴|快速|滴滴快车|58.03|
|15|滴滴|快速|宽敞好车|58.12|
|16|滴滴|快速|方舟行|58.80|
|17|滴滴|快速|长沙新出租|59.20|
|18|滴滴|快速|武汉新出租|59.53|
|19|滴滴|舒适|滴滴专车|93.65|
|20|滴滴|舒适|滴滴豪华车|96.53|
|21|滴滴|六座|六座专车|134.25|
|22|滴滴|六座|六座豪华车|134.53|
|23|滴滴|六座|六座快车|138.63|","19,20","舒适|滴滴专车,舒适|滴滴豪华车","[{""app"": ""无"", ""category"": ""舒适"", ""mode"": ""出发"", ""price"": True, ""price_min"": -1, ""price_max"": 0, ""fast"": False}]",无,,无,舒适,,舒适,出发,无,无,True,,True,-1,,-1,0,,0,1.048962593,,,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座快车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",舒适,无,,叫个舒适出发的车去天坛，便宜点的。
Qwen2.5-32B-Instruct,打个舒适型的车去浦东机场，总费用不超过95元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|24.80|
|1|滴滴|推荐|特惠快车|26.31|
|2|滴滴|推荐|滴滴快车|27.48|
|3|滴滴|推荐|特快出租车|28.82|
|4|滴滴|拼车|特价拼车|30.98-32.20|
|5|滴滴|拼车|极速拼车|33.88-35.64|
|6|滴滴|特价|花小猪外接版|39.66|
|7|滴滴|特价|惊喜特价|41.58|
|8|滴滴|快速|曹操出行|56.71|
|9|滴滴|快速|出租车|56.80|
|10|滴滴|快速|滴滴轻享|57.03|
|11|滴滴|快速|滴滴特快|57.21|
|12|滴滴|快速|滴滴优享|57.53|
|13|滴滴|快速|滴滴快车|58.29|
|14|滴滴|快速|宽敞好车|59.15|
|15|滴滴|快速|方舟行|59.84|
|16|滴滴|快速|长沙新出租|60.47|
|17|滴滴|舒适|滴滴专车|72.40|
|18|滴滴|舒适|滴滴豪华车|76.75|
|19|滴滴|六座|六座专车|110.48|
|20|滴滴|六座|六座豪华车|110.88|","17,18","舒适|滴滴专车,舒适|滴滴豪华车","[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 95, ""fast"": False}]",无,,无,舒适型的车,舒适,舒适,无,,无,True,,True,0,,0,95,,95,1.14105463,"直接命中车大类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}, {'舒适': '滴滴豪华车'}]",舒适,无,,打个舒适型的车去浦东机场，总费用不超过95元。
Qwen2.5-32B-Instruct,叫个舒适型的车去上海虹桥机场，价格不限。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|12.48|
|1|滴滴|推荐|特惠快车|13.80|
|2|滴滴|推荐|滴滴快车|15.95|
|3|滴滴|推荐|特快出租车|16.17|
|4|滴滴|推荐|滴滴特快|17.49|
|5|滴滴|拼车|特价拼车|12.26-14.04|
|6|滴滴|拼车|极速拼车|11.59-12.98|
|7|滴滴|特价|花小猪外接版|19.79|
|8|滴滴|特价|惊喜特价|20.69|
|9|滴滴|快速|曹操出行|26.67|
|10|滴滴|快速|出租车|27.37|
|11|滴滴|快速|滴滴轻享|27.73|
|12|滴滴|快速|滴滴特快|28.65|
|13|滴滴|快速|滴滴优享|29.37|
|14|滴滴|快速|滴滴快车|29.38|
|15|滴滴|快速|宽敞好车|29.72|
|16|滴滴|快速|方舟行|30.43|
|17|滴滴|快速|长沙新出租|30.45|
|18|滴滴|快速|武汉新出租|30.91|
|19|滴滴|舒适|滴滴专车|32.20|
|20|滴滴|六座|六座专车|59.74|
|21|滴滴|六座|六座豪华车|60.59|",19,舒适|滴滴专车,"[{""app"": ""无"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": False}]",无,,无,舒适型的车,舒适,舒适,无,,无,True,,True,0,,0,100000,,100000,1.229402781,"直接命中车大类关键字但answer中没有或错误,answer下的车型必须存在于“车辆候选列表”",,顾存虹,"[{'六座': '六座专车'}, {'六座': '六座豪华车'}, {'快速': '出租车'}, {'快速': '宽敞好车'}, {'快速': '方舟行'}, {'快速': '曹操出行'}, {'快速': '武汉新出租'}, {'快速': '滴滴优享'}, {'快速': '滴滴快车'}, {'快速': '滴滴特快'}, {'快速': '滴滴轻享'}, {'快速': '长沙新出租'}, {'拼车': '极速拼车'}, {'拼车': '特价拼车'}, {'推荐': '滴滴快车'}, {'推荐': '滴滴特快'}, {'推荐': '特快出租车'}, {'推荐': '特惠快车'}, {'推荐': '花小猪正价版'}, {'特价': '惊喜特价'}, {'特价': '花小猪外接版'}, {'舒适': '滴滴专车'}]",舒适,无,,叫个舒适型的车去上海虹桥机场，价格不限。
Qwen2.5-32B-Instruct,用高德打个舒适型的车去西湖，价格控制在90左右。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|21-24|
|1|高德地图|     |特惠快车|22-22|
|2|高德地图|经济型|腾飞出行|24|
|3|高德地图|经济型|旗妙出行|24|
|4|高德地图|经济型|妥妥E行|24|
|5|高德地图|经济型|K9用车|24|
|6|高德地图|经济型|北京新出租|25|
|7|高德地图|经济型|飞嘀打车|26|
|8|高德地图|经济型|365约车|27|
|9|高德地图|经济型|900出行|27|
|10|高德地图|经济型|首汽约车|28|
|11|高德地图|经济型|奇华出行|28|
|12|高德地图|经济型|有序出行|28|
|13|高德地图|经济型|星徽出行|28|
|14|高德地图|经济型|中交出行|28|
|15|高德地图|经济型|聚的新出租|28|
|16|高德地图|特快车|超值体验 更快上车|27|
|17|高德地图|出租车|车多应答快|33|
|18|高德地图|优享型|腾飞出行|33|
|19|高德地图|优享型|旗妙出行|33|
|20|高德地图|优享型|全民GO|34|
|21|高德地图|优享型|火箭出行|35|
|22|高德地图|优享型|曹操出行|35|
|23|高德地图|优享型|飞嘀打车|35|
|24|高德地图|优享型|神州专车|36|
|25|高德地图|优享型|阳光出行|36|
|26|高德地图|优享型|T3出行|36|
|27|高德地图|优享型|东潮出行|36|
|28|高德地图|优享型|环旅出行|36|
|29|高德地图|优享型|星徽出行|37|
|30|高德地图|优享型|中交出行|37|
|31|高德地图|轻享专车|静音不打扰 整洁无异味|36|
|32|高德地图|品质专车|静音不打扰 整洁无异味|42|
|33|高德地图|六座商务|宽敞空间 商务体验|45|
|34|高德地图|豪华型|车型高端 服务专业|53|
|35|高德地图|经济|首汽约车|56|
|36|高德地图|拼车|特惠快车|60|
|37|高德地图|拼车|出租车拼车|63|
|38|高德地图|特价出发|惊喜特价|67|
|39|高德地图|特价出发|更多特价|71|
|40|高德地图|快速出发|无|74|
|41|高德地图|惠享专车|添猫出行|83|
|42|高德地图|推荐|极速拼车|90|
|43|高德地图|豪华型|undefined|66-68|",无,无|无,"[{""app"": ""高德"", ""category"": ""舒适型的车"", ""mode"": ""无"", ""price"": True, ""price_min"": 90, ""price_max"": 90, ""fast"": False}]",高德,,高德,舒适型的车,无,无,无,,无,True,,True,90,,90,90,,90,1.165165663,answer下的车型必须存在于“车辆候选列表”,,顾存虹,"[{'': '极速拼车'}, {'': '特惠快车'}, {'优享型': 'T3出行'}, {'优享型': '东潮出行'}, {'优享型': '中交出行'}, {'优享型': '全民GO'}, {'优享型': '旗妙出行'}, {'优享型': '星徽出行'}, {'优享型': '曹操出行'}, {'优享型': '火箭出行'}, {'优享型': '环旅出行'}, {'优享型': '神州专车'}, {'优享型': '腾飞出行'}, {'优享型': '阳光出行'}, {'优享型': '飞嘀打车'}, {'六座商务': '宽敞空间 商务体验'}, {'出租车': '车多应答快'}, {'品质专车': '静音不打扰 整洁无异味'}, {'快速出发': '无'}, {'惠享专车': '添猫出行'}, {'拼车': '出租车拼车'}, {'拼车': '特惠快车'}, {'推荐': '极速拼车'}, {'特价出发': '惊喜特价'}, {'特价出发': '更多特价'}, {'特快车': '超值体验 更快上车'}, {'经济': '首汽约车'}, {'经济型': '365约车'}, {'经济型': '900出行'}, {'经济型': 'K9用车'}, {'经济型': '中交出行'}, {'经济型': '北京新出租'}, {'经济型': '奇华出行'}, {'经济型': '妥妥E行'}, {'经济型': '旗妙出行'}, {'经济型': '星徽出行'}, {'经济型': '有序出行'}, {'经济型': '聚的新出租'}, {'经济型': '腾飞出行'}, {'经济型': '飞嘀打车'}, {'经济型': '首汽约车'}, {'豪华型': '车型高端 服务专业'}, {'轻享专车': '静音不打扰 整洁无异味'}]",无,无,,用高德打个舒适型的车去西湖，价格控制在90左右。
Qwen2.5-32B-Instruct,帮我叫辆舒适型的车去鼓楼，价格不限。,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|滴滴|推荐|花小猪正价版|6.15|
|1|滴滴|推荐|特惠快车|7.95|
|2|滴滴|推荐|滴滴快车|9.15|
|3|滴滴|推荐|特快出租车|9.88|
|4|滴滴|推荐|滴滴特快|10.74|
|5|滴滴|拼车|特价拼车|1.57-2.59|
|6|滴滴|拼车|极速拼车|8.30-9.80|
|7|滴滴|特价|花小猪外接版|11.63|
|8|滴滴|特价|惊喜特价|12.18|
|9|滴滴|快速|曹操出行|12.08|
|10|滴滴|快速|出租车|13.51|
|11|滴滴|快速|滴滴轻享|13.53|
|12|滴滴|快速|滴滴特快|13.72|
|13|滴滴|快速|滴滴优享|13.83|
|14|滴滴|快速|滴滴快车|14.04|
|15|滴滴|快速|宽敞好车|14.92|
|16|滴滴|快速|方舟行|15.21|
|17|滴滴|快速|长沙新出租|16.08|
|18|滴滴|舒适|滴滴专车|24.22|
|19|滴滴|舒适|滴滴豪华车|24.59|
