query,车辆候选列表,answer,app,正确答案,category,category正确答案,mode,mode正确答案,price,price_min,price_max,think_time,问题,备注,标注人,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,_vehicle_pairs,_history,_query,_gt_category,_gt_mode,_gt_full_match
用高德打个聚优出租去创新大厦，价格不超过80元。,"|序号id|应用名称|车型大类|车辆类型|价格|
|29|高德地图|优享型|添猫出行|88|
|30|高德地图|优享型|阳光出行|88|
|31|高德地图|轻享专车|静音不打扰 整洁无异味|95|
|32|高德地图|品质专车|静音不打扰 整洁无异味|105|
|33|高德地图|六座商务|宽敞空间 商务体验|117|
|34|高德地图|豪华型|车型高端 服务专业|125|
|35|高德地图|经济|首汽约车|141|
|36|高德地图|拼车|特惠快车|153|
|37|高德地图|特价出发|惊喜特价|167|
|38|高德地图|快速出发|无|186|
|39|高德地图|惠享专车|添猫出行|202|
|40|高德地图|惠享专车|好车好服务|205|
|41|高德地图|推荐|特惠快车|224|
|42|高德地图|推荐|极速拼车|227|
|43|高德地图|豪华型|undefined|143-148|","[{""app"": ""无"", ""category"": ""新出租"", ""mode"": ""鞍马聚"", ""price"": True, ""price_min"": 0, ""price_max"": 50, ""fast"": False}]",无,,新出租,无,鞍马聚,"聚的出租车,聚的新出租",True,0,50,34.23632479,answer下的车型必须存在于“车辆候选列表”,,唐楠,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""东潮出行""}, {""优享型"": ""中交出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""旅程专车""}, {""优享型"": ""曹操出行""}, {""优享型"": ""添猫出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""阳光出行""}, {""优享型"": ""风韵出行""}, {""优享型"": ""飞嘀打车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""车多应答快""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""好车好服务""}, {""惠享专车"": ""添猫出行""}, {""拼车"": ""特惠快车""}, {""推荐"": ""极速拼车""}, {""推荐"": ""特惠快车""}, {""特价出发"": ""惊喜特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""AA出行""}, {""经济型"": ""中军出行""}, {""经济型"": ""享道出行""}, {""经济型"": ""南京出租""}, {""经济型"": ""方舟行""}, {""经济型"": ""星徽出行""}, {""经济型"": ""有滴出行""}, {""经济型"": ""橄榄新出租""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""聚优出租""}, {""经济型"": ""聚优出行""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""聚的新出租""}, {""经济型"": ""阳光出行""}, {""经济型"": ""鞍马出行""}, {""经济型"": ""首汽约车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,叫个鞍马聚的新出租去虹悦城购物中心，价格不超过50元。  ,新出租,"聚的出租车,聚的新出租",
用高德准备叫个车去汤山温泉度假区。  ,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|58-60|
|1|高德地图|     |特惠快车|64-64|
|2|高德地图|经济型|奇华出行|72|
|3|高德地图|经济型|聚优出租|72|
|4|高德地图|经济型|腾飞出行|72|
|5|高德地图|经济型|900出行|72|
|6|高德地图|经济型|5U出行|73|
|7|高德地图|经济型|渔阳出行|73|
|8|高德地图|经济型|K9用车|73|
|9|高德地图|经济型|飞嘀打车|74|
|10|高德地图|经济型|东潮出行|74|
|11|高德地图|经济型|鞍马聚的新出租|75|
|12|高德地图|经济型|神州专车|75|
|13|高德地图|经济型|斑马快跑|75|
|14|高德地图|经济型|全民GO|75|
|15|高德地图|经济型|深圳出租|75|
|16|高德地图|经济型|添猫出行|75|
|17|高德地图|经济型|阳光出行|75|
|18|高德地图|特快车|超值体验 更快上车|81|
|19|高德地图|出租车|鞍马聚的-高档出租车|89|
|20|高德地图|优享型|腾飞出行|95|
|21|高德地图|优享型|风韵出行|95|
|22|高德地图|优享型|T3出行|96|
|23|高德地图|优享型|环旅出行|97|
|24|高德地图|优享型|火箭出行|97|
|25|高德地图|优享型|及时用车|97|
|26|高德地图|优享型|享道出行|98|
|27|高德地图|优享型|斑马快跑|98|
|28|高德地图|优享型|飞嘀打车|99|
|29|高德地图|优享型|东潮出行|99|
|30|高德地图|优享型|优e出行特选|99|
|31|高德地图|优享型|星徽出行|99|
|32|高德地图|优享型|阳光出行|99|
|33|高德地图|轻享专车|静音不打扰 整洁无异味|105|
|34|高德地图|品质专车|静音不打扰 整洁无异味|115|
|35|高德地图|六座商务|宽敞空间 商务体验|127|
|36|高德地图|豪华型|车型高端 服务专业|143|
|37|高德地图|经济|首汽约车|155|
|38|高德地图|拼车|出租车拼车|170|
|39|高德地图|拼车|特惠快车|174|
|40|高德地图|特价出发|更多特价|190|
|41|高德地图|特价出发|惊喜特价|191|
|42|高德地图|快速出发|无|209|
|43|高德地图|惠享专车|添猫出行|231|
|44|高德地图|推荐|推荐专车|253|
|45|高德地图|豪华型|undefined|162-167|","[{""app"": ""高德"", ""category"": ""无"", ""mode"": ""无"", ""price"": False, ""price_min"": 0, ""price_max"": 0, ""fast"": False}]",高德,,无,,无,,False,0,0,9.676280737,,不限制,唐楠,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""T3出行""}, {""优享型"": ""东潮出行""}, {""优享型"": ""享道出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""及时用车""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""星徽出行""}, {""优享型"": ""火箭出行""}, {""优享型"": ""环旅出行""}, {""优享型"": ""腾飞出行""}, {""优享型"": ""阳光出行""}, {""优享型"": ""风韵出行""}, {""优享型"": ""飞嘀打车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""添猫出行""}, {""拼车"": ""出租车拼车""}, {""拼车"": ""特惠快车""}, {""推荐"": ""推荐专车""}, {""特价出发"": ""惊喜特价""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""5U出行""}, {""经济型"": ""900出行""}, {""经济型"": ""K9用车""}, {""经济型"": ""东潮出行""}, {""经济型"": ""全民GO""}, {""经济型"": ""奇华出行""}, {""经济型"": ""斑马快跑""}, {""经济型"": ""深圳出租""}, {""经济型"": ""添猫出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""神州专车""}, {""经济型"": ""聚优出租""}, {""经济型"": ""腾飞出行""}, {""经济型"": ""阳光出行""}, {""经济型"": ""鞍马聚的新出租""}, {""经济型"": ""飞嘀打车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,用高德准备叫个车去汤山温泉度假区。  ,无,无,
帮我叫个车去栖霞山风景区，用鞍马聚的新出租，价格不限。  ,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|56-57|
|1|高德地图|     |特惠快车|61-61|
|2|高德地图|经济型|腾飞新出租|67|
|3|高德地图|经济型|易至出行|67|
|4|高德地图|经济型|聚优出行|67|
|5|高德地图|经济型|聚的出租车|67|
|6|高德地图|经济型|日初出行|67|
|7|高德地图|经济型|中交出行|68|
|8|高德地图|经济型|渔阳出行|68|
|9|高德地图|经济型|添猫出行|68|
|10|高德地图|经济型|叮叮出行|69|
|11|高德地图|经济型|K9用车|69|
|12|高德地图|经济型|神州专车|69|
|13|高德地图|经济型|东潮出行|69|
|14|高德地图|经济型|AA出行|69|
|15|高德地图|经济型|奇华出行|69|
|16|高德地图|经济型|900出行|70|
|17|高德地图|经济型|北京的士|70|
|18|高德地图|经济型|中军出行|71|
|19|高德地图|经济型|国泰出租|71|
|20|高德地图|经济型|及时用车|71|
|21|高德地图|经济型|阳光出行|71|
|22|高德地图|经济型|飞嘀打车|71|
|23|高德地图|经济型|聚优出租|71|
|24|高德地图|特快车|超值体验 更快上车|78|
|25|高德地图|出租车|车多应答快|82|
|26|高德地图|优享型|腾飞出行|90|
|27|高德地图|优享型|T3出行|90|
|28|高德地图|优享型|及时用车|91|
|29|高德地图|优享型|斑马快跑|91|
|30|高德地图|优享型|东潮出行|91|
|31|高德地图|优享型|AA出行|92|
|32|高德地图|优享型|优e出行特选|93|
|33|高德地图|优享型|首汽约车|94|
|34|高德地图|轻享专车|静音不打扰 整洁无异味|103|
|35|高德地图|品质专车|静音不打扰 整洁无异味|113|
|36|高德地图|六座商务|宽敞空间 商务体验|120|
|37|高德地图|豪华型|车型高端 服务专业|134|
|38|高德地图|经济|首汽约车|148|
|39|高德地图|拼车|特惠快车|161|
|40|高德地图|特价出发|惊喜特价|177|
|41|高德地图|快速出发|无|196|
|42|高德地图|惠享专车|曹操出行|219|
|43|高德地图|推荐|推荐专车|236|
|44|高德地图|推荐|极速拼车|239|
|45|高德地图|豪华型|undefined|152-153|","[{""app"": ""鞍马聚"", ""category"": ""无"", ""mode"": ""新出租"", ""price"": True, ""price_min"": 0, ""price_max"": 100000, ""fast"": False}]",鞍马聚,,无,,新出租,聚的出租车,True,0,100000,21.48959756,answer下的车型必须存在于“车辆候选列表”,,唐楠,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""T3出行""}, {""优享型"": ""东潮出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""及时用车""}, {""优享型"": ""斑马快跑""}, {""优享型"": ""腾飞出行""}, {""优享型"": ""首汽约车""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""车多应答快""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""曹操出行""}, {""拼车"": ""特惠快车""}, {""推荐"": ""推荐专车""}, {""推荐"": ""极速拼车""}, {""特价出发"": ""惊喜特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""900出行""}, {""经济型"": ""AA出行""}, {""经济型"": ""K9用车""}, {""经济型"": ""东潮出行""}, {""经济型"": ""中交出行""}, {""经济型"": ""中军出行""}, {""经济型"": ""北京的士""}, {""经济型"": ""及时用车""}, {""经济型"": ""叮叮出行""}, {""经济型"": ""国泰出租""}, {""经济型"": ""奇华出行""}, {""经济型"": ""日初出行""}, {""经济型"": ""易至出行""}, {""经济型"": ""添猫出行""}, {""经济型"": ""渔阳出行""}, {""经济型"": ""神州专车""}, {""经济型"": ""聚优出租""}, {""经济型"": ""聚优出行""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""腾飞新出租""}, {""经济型"": ""阳光出行""}, {""经济型"": ""飞嘀打车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,帮我叫个车去栖霞山风景区，用鞍马聚的新出租，价格不限。  ,无,聚的出租车,
叫个鞍马聚的新出租去南京南站，用高德，价格在50到100之间。  ,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|50-53|
|1|高德地图|     |特惠快车|54-57|
|2|高德地图|经济型|腾飞新出租|60|
|3|高德地图|经济型|旅程出租|60|
|4|高德地图|经济型|聚优出行|60|
|5|高德地图|经济型|聚的出租车|60|
|6|高德地图|经济型|日初出行|60|
|7|高德地图|经济型|全民GO|60|
|8|高德地图|经济型|添猫出行|61|
|9|高德地图|经济型|环旅出行|61|
|10|高德地图|经济型|J刻出行|61|
|11|高德地图|经济型|叮叮出行|61|
|12|高德地图|经济型|有序出行|61|
|13|高德地图|经济型|神州专车|61|
|14|高德地图|经济型|奇华出行|62|
|15|高德地图|经济型|T3出行|62|
|16|高德地图|经济型|迪尔出行|62|
|17|高德地图|经济型|聚的新出租|63|
|18|高德地图|经济型|腾飞出行|64|
|19|高德地图|经济型|风韵出行|64|
|20|高德地图|经济型|曹操出行|64|
|21|高德地图|经济型|飞嘀打车|64|
|22|高德地图|经济型|如祺出行|64|
|23|高德地图|经济型|聚优出租|64|
|24|高德地图|特快车|超值体验 更快上车|69|
|25|高德地图|出租车|鞍马聚的-高档出租车|76|
|26|高德地图|优享型|旅程专车|82|
|27|高德地图|优享型|曹操出行|82|
|28|高德地图|优享型|享道出行|83|
|29|高德地图|优享型|东潮出行|84|
|30|高德地图|优享型|AA出行|84|
|31|高德地图|优享型|优e出行特选|84|
|32|高德地图|优享型|阳光出行|85|
|33|高德地图|轻享专车|静音不打扰 整洁无异味|90|
|34|高德地图|品质专车|静音不打扰 整洁无异味|101|
|35|高德地图|六座商务|宽敞空间 商务体验|109|
|36|高德地图|豪华型|车型高端 服务专业|121|
|37|高德地图|经济|首汽约车|136|
|38|高德地图|拼车|出租车拼车|149|
|39|高德地图|特价出发|更多特价|162|
|40|高德地图|快速出发|无|178|
|41|高德地图|惠享专车|T3出行|196|
|42|高德地图|推荐|特惠快车|214|
|43|高德地图|推荐|极速拼车|215|
|44|高德地图|豪华型|undefined|141-143|","[{""app"": ""高德"", ""category"": ""出租车"", ""mode"": ""鞍马聚"", ""price"": True, ""price_min"": 50, ""price_max"": 100, ""fast"": False}]",高德,,出租车,无,鞍马聚,"聚的出租车,聚的新出租,鞍马聚的-高档出租车",True,50,100,13.80705309,answer下的车型必须存在于“车辆候选列表”,,唐楠,,,,,"[{"""": ""极速拼车""}, {"""": ""特惠快车""}, {""优享型"": ""AA出行""}, {""优享型"": ""东潮出行""}, {""优享型"": ""享道出行""}, {""优享型"": ""优e出行特选""}, {""优享型"": ""旅程专车""}, {""优享型"": ""曹操出行""}, {""优享型"": ""阳光出行""}, {""六座商务"": ""宽敞空间 商务体验""}, {""出租车"": ""鞍马聚的-高档出租车""}, {""品质专车"": ""静音不打扰 整洁无异味""}, {""快速出发"": ""无""}, {""惠享专车"": ""T3出行""}, {""拼车"": ""出租车拼车""}, {""推荐"": ""极速拼车""}, {""推荐"": ""特惠快车""}, {""特价出发"": ""更多特价""}, {""特快车"": ""超值体验 更快上车""}, {""经济"": ""首汽约车""}, {""经济型"": ""J刻出行""}, {""经济型"": ""T3出行""}, {""经济型"": ""全民GO""}, {""经济型"": ""叮叮出行""}, {""经济型"": ""奇华出行""}, {""经济型"": ""如祺出行""}, {""经济型"": ""旅程出租""}, {""经济型"": ""日初出行""}, {""经济型"": ""曹操出行""}, {""经济型"": ""有序出行""}, {""经济型"": ""添猫出行""}, {""经济型"": ""环旅出行""}, {""经济型"": ""神州专车""}, {""经济型"": ""聚优出租""}, {""经济型"": ""聚优出行""}, {""经济型"": ""聚的出租车""}, {""经济型"": ""聚的新出租""}, {""经济型"": ""腾飞出行""}, {""经济型"": ""腾飞新出租""}, {""经济型"": ""迪尔出行""}, {""经济型"": ""风韵出行""}, {""经济型"": ""飞嘀打车""}, {""豪华型"": ""车型高端 服务专业""}, {""轻享专车"": ""静音不打扰 整洁无异味""}]",,叫个鞍马聚的新出租去南京南站，用高德，价格在50到100之间。  ,出租车,"聚的出租车,聚的新出租,鞍马聚的-高档出租车",
用高德打车去江苏大剧院，用鞍马聚的新出租。  ,"|序号id|应用名称|车型大类|车辆类型|价格|
|---|---|---|---|---|
|0|高德地图|     |极速拼车|59-61|
|1|高德地图|     |特惠快车|64-65|
|2|高德地图|经济型|奇华出行|69|
|3|高德地图|经济型|J刻出行|70|
|4|高德地图|经济型|国泰出租|70|
|5|高德地图|经济型|曹操出行|70|
|6|高德地图|经济型|旅程出租|71|
|7|高德地图|经济型|鞍马出行|71|
|8|高德地图|经济型|易至出行|71|
|9|高德地图|经济型|橄榄新出租|71|
|10|高德地图|经济型|东潮出行|72|
|11|高德地图|经济型|AA出行|72|
|12|高德地图|经济型|365约车|73|
